item,itemLabel,position,positionLabel,start,psid
Q101041532,Alkache Alhada,Q110537710,Minister of Commerce,2021-11-29,Q101041532-C447656B-2AC8-467A-91A3-C76FA1496443
Q104524502,Moussa Hassane Barazé,Q110537663,Minister of Post and New Information Technologies,2021-04-07,Q104524502-DEA8F360-F830-44E1-990B-1F77EB654F6F
Q106424171,Ahmat Jidoud,Q98879840,Finance Minister of Niger,2021-04-07,Q106424171-42fca987-47b9-4004-cdbb-abe60dc9fe9f
Q109043897,Mahamane Sani Mahamadou,Q110537746,"Minister of Petroleum, Energy, and Renewable Energies",2021-04-07,Q109043897-6ADF25B5-F215-4B0C-A764-39CB782F92A5
Q109044148,Sekou Doro Adamou,Q110537821,Minister of Youth and Sport,2021-04-07,Q109044148-A6C936EE-0119-4C98-AD99-61B2638CBBDC
Q110537610,Hamadou Adamou Souley,Q110537598,Minister of the Interior,2021-11-29,Q110537610-b0932556-4019-0e29-3f64-c72c6c607daa
Q110537624,Alkassoum Indattou,Q110537625,Minister of National Defence,2021-04-07,Q110537624-7424C8C9-F2AB-4729-9C55-4F641F78AFFA
Q110537643,Mamoudou Djibo,Q110537645,Minister of Higher Education,2021-04-07,Q110537643-87501478-51B5-4327-B477-AFEB9CEC21DC
Q110537647,Illiassou Idi Mainassara,Q110537648,Minister of Public Health,2021-04-07,Q110537647-E57BBA6F-EA28-4E66-B921-5A593EE6CC6B
Q110537651,Ousseini Hadizatou Yacouba,Q110537652,Minister of Mines,2021-04-07,Q110537651-A2F8B5B5-6534-4811-93D7-E6BD058A6D5F
Q110537680,Tidjani Idrissa Abdoulkadri,Q110537681,Minister of Livestock,2021-04-07,Q110537680-2D2ED8A8-EABD-432B-863F-2FDDF6570CB6
Q110537688,Zada Mahamadou,Q110537690,Minister of Communication,2021-04-07,Q110537688-F91CF3AA-5B13-4E32-81FD-FBDAF0626AC0
Q110537713,Alambedji Abba Issa,Q110537714,Minister of Agriculture,2021-04-07,Q110537713-F6760973-780E-440E-9F00-E2BFA4DBE877
Q110537726,Maïzoumbou Laoual Amadou,Q110537727,"Minister of Town Planning, Housing and Sanitation",2021-04-07,Q110537726-7FD668E1-C069-410E-AE93-76C03BD9004C
Q110537732,Abdou Rabiou,Q110537733,Minister of Planning,2021-04-07,Q110537732-58327065-13D4-4D5C-8188-A50C4D6041D3
Q110537755,Mohamed Hamid,Q110537758,Minister of Culture,2021-04-07,Q110537755-028A8510-F529-4431-8F58-7274F590FC31
Q110537764,Maman Ibrahim Mahaman,Q110537766,Minister of Regional Planning,2021-04-07,Q110537764-886422D8-3395-4FFF-ADFA-96D8705766AE
Q110537782,Allahoury Aminata Zourkaleini,Q110537783,Minister for the Promotion of Women,2021-04-07,Q110537782-78197F8A-0B31-499E-99D5-ECEECDEDE8E5
Q110537788,Rabiou Ousman,Q110537790,Minister of National Education,2021-04-07,Q110537788-168875CC-07D6-4720-AA0B-E2EC5F4F8B69
Q110537795,Adamou Mahaman,Q110537796,Minister of Hydraulics,2021-04-07,Q110537795-CAFAD002-B217-43EF-B2B4-E988EC06EB51
Q110537807,Garama Saratou Rabiou Inoussa,Q110537808,Minister of the Environment,2021-04-07,Q110537807-56E6FD01-4F37-4B34-8CE5-CF73B1476185
Q110537817,Ibrahim Boukary,Q110537818,Minister of Employment and Social Protection,2021-04-07,Q110537817-77837BEB-C40A-44DB-91E8-8BAA466A3550
Q110537896,Ikta Abdoulaye Mohamed,Q108551873,Justice minister,2021-11-29,Q110537896-45DBB4BC-1190-4545-B71F-3E33206CF6CF
Q110537922,Hadiza Douara Kafougou,Q110537621,Minister of Public Service,2021-11-29,Q110537922-2B0760CC-A0AD-487A-B00C-0BCE7A9BFC7F
Q1735274,Kassoum Mamane Moctar,Q110537642,Minister of Vocational Training,2021-04-07,Q1735274-3B2660A4-690C-4C72-8671-EC49DB8BC56A
Q23062948,Laouan Magagi,Q110537673,Minister of Humanitarian Action and Disaster Management,2021-04-07,Q23062948-3603F69C-2473-4471-A63E-414068EABDAA
Q2646711,Ali Lamine Zeine,Q98879840,Finance Minister of Niger,2003-10-24,Q2646711-266BFBFB-49D9-4B46-A276-8DB3AED36212
Q5680106,Hassoumi Massoudou,Q63332164,Foreign minister of Niger,2021-04-07,Q5680106-305fc5eb-4adb-3926-572d-c06d5363cbdc
Q7110324,Ouhoumoudou Mahamadou,Q30100634,Prime Minister of Niger,2021-04-03,Q7110324-973f4214-4a24-61a2-3728-15c3de14d5fe
Q99823830,Oumarou Alma,Q110537669,Minister of Transport,2021-04-07,Q99823830-1B17ECCF-7B03-4741-BE82-56EF0E3CB3BD
